AAPL,,,,
MSFT,,,,
AMZN,,,,
GOOGL,,,,
TSLA,,,,
BRK-B,,,,
NVDA,,,,
GOOG,,,,
UNH,,,,
XOM,,,,
JNJ,,,,
JPM,,,,
META,,,,
V,,,,
PG,,,,
HD,,,,
MA,,,,
CVX,,,,
MRK,,,,
ABBV,,,,
LLY,,,,
BAC,,,,
PEP,,,,
PFE,,,,
AVGO,,,,
KO,,,,
COST,,,,
TMO,,,,
CSCO,,,,
WMT,,,,
MCD,,,,
DIS,,,,
ABT,,,,
WFC,,,,
ACN,,,,
VZ,,,,
CMCSA,,,,
DHR,,,,
ADBE,,,,
CRM,,,,
TXN,,,,
LIN,,,,
PM,,,,
NKE,,,,
NFLX,,,,
NEE,,,,
BMY,,,,
RTX,,,,
QCOM,,,,
T,,,,
HON,,,,
ORCL,,,,
UPS,,,,
LOW,,,,
MS,,,,
COP,,,,
CAT,,,,
AMGN,,,,
AMD,,,,
GS,,,,
UNP,,,,
SBUX,,,,
SCHW,,,,
IBM,,,,
SPGI,,,,
DE,,,,
BA,,,,
ELV,,,,
CVS,,,,
PLD,,,,
INTU,,,,
INTC,,,,
MDT,,,,
LMT,,,,
BLK,,,,
GILD,,,,
AXP,,,,
ADI,,,,
C,,,,
AMAT,,,,
AMT,,,,
BKNG,,,,
ADP,,,,
TJX,,,,
CI,,,,
MDLZ,,,,
GE,,,,
TMUS,,,,
NOW,,,,
SYK,,,,
CB,,,,
MO,,,,
PYPL,,,,
ISRG,,,,
PGR,,,,
MMC,,,,
ZTS,,,,
TGT,,,,
REGN,,,,
DUK,,,,
SLB,,,,
VRTX,,,,
FISV,,,,
SO,,,,
EOG,,,,
ETN,,,,
BDX,,,,
NOC,,,,
CME,,,,
LRCX,,,,
ITW,,,,
BSX,,,,
EQIX,,,,
CSX,,,,
USB,,,,
HUM,,,,
TFC,,,,
AON,,,,
MU,,,,
PNC,,,,
MMM,,,,
CL,,,,
APD,,,,
GM,,,,
CCI,,,,
ICE,,,,
FCX,,,,
EL,,,,
WM,,,,
MPC,,,,
HCA,,,,
MRNA,,,,
ATVI,,,,
KLAC,,,,
ORLY,,,,
SNPS,,,,
SHW,,,,
CDNS,,,,
NSC,,,,
GD,,,,
MCK,,,,
DG,,,,
F,,,,
EMR,,,,
FDX,,,,
VLO,,,,
SRE,,,,
PXD,,,,
AZO,,,,
